vehicle_id,timestamp,latitude,longitude,speed_kmh,stop_name
JEEP-01,2026-06-22T20:03:00Z,14.551,121.005,22.08,Recoletos
JEEP-01,2026-06-22T20:03:30Z,14.5515,121.0075,21.7,Recoletos
JEEP-01,2026-06-22T20:04:00Z,14.552,121.01,14.91,Recoletos
JEEP-01,2026-06-22T20:04:30Z,14.552,121.01,15.35,Recoletos
JEEP-01,2026-06-22T20:05:00Z,14.5525,121.0125,22.64,Antiguitone
JEEP-01,2026-06-22T20:05:30Z,14.553,121.015,23.2,Antiguitone
JEEP-01,2026-06-22T20:06:00Z,14.5535,121.0175,22.64,Antiguitone
JEEP-01,2026-06-22T20:06:30Z,14.554,121.02,16.18,Antiguitone
JEEP-01,2026-06-22T20:07:00Z,14.554,121.02,3.7,Antiguitone
JEEP-01,2026-06-22T20:07:30Z,14.554071,121.020357,3.52,Bambang
JEEP-01,2026-06-22T20:08:00Z,14.554143,121.020714,2.64,Bambang
JEEP-01,2026-06-22T20:08:30Z,14.554214,121.021071,4.78,Bambang
JEEP-01,2026-06-22T20:09:00Z,14.554286,121.021429,1.73,Bambang
JEEP-01,2026-06-22T20:09:30Z,14.554357,121.021786,4.34,Bambang
JEEP-01,2026-06-22T20:10:00Z,14.554429,121.022143,3.92,Bambang
JEEP-01,2026-06-22T20:10:30Z,14.5545,121.0225,2.7,Bambang
JEEP-01,2026-06-22T20:11:00Z,14.554571,121.022857,4.08,Bambang
JEEP-01,2026-06-22T20:11:30Z,14.554643,121.023214,5.09,Bambang
JEEP-01,2026-06-22T20:12:00Z,14.554714,121.023571,4.73,Bambang
JEEP-01,2026-06-22T20:12:30Z,14.554786,121.023929,5.38,Bambang
JEEP-01,2026-06-22T20:13:00Z,14.554857,121.024286,5.45,Bambang
JEEP-01,2026-06-22T20:13:30Z,14.554929,121.024643,4.92,Bambang
JEEP-01,2026-06-22T20:14:00Z,14.555,121.025,3.34,Bambang
JEEP-01,2026-06-22T20:14:30Z,14.555071,121.025357,4.12,Bambang
JEEP-01,2026-06-22T20:15:00Z,14.555143,121.025714,4.15,Bambang
JEEP-01,2026-06-22T20:15:30Z,14.555214,121.026071,4.75,Bambang
JEEP-01,2026-06-22T20:16:00Z,14.555286,121.026429,5.19,Bambang
JEEP-01,2026-06-22T20:16:30Z,14.555357,121.026786,3.17,Bambang
JEEP-01,2026-06-22T20:17:00Z,14.555429,121.027143,2.33,Bambang
JEEP-01,2026-06-22T20:17:30Z,14.5555,121.0275,2.89,Bambang
JEEP-01,2026-06-22T20:18:00Z,14.555571,121.027857,2.74,Bambang
JEEP-01,2026-06-22T20:18:30Z,14.555643,121.028214,5.09,Bambang
JEEP-01,2026-06-22T20:19:00Z,14.555714,121.028571,3.95,Bambang
JEEP-01,2026-06-22T20:19:30Z,14.555786,121.028929,3.8,Bambang
JEEP-01,2026-06-22T20:20:00Z,14.555857,121.029286,3.08,Bambang
JEEP-01,2026-06-22T20:20:30Z,14.555929,121.029643,2.95,Bambang
JEEP-01,2026-06-22T20:21:00Z,14.556,121.03,5.08,Bambang
JEEP-01,2026-06-22T20:21:30Z,14.556,121.03,16.2,Bambang
JEEP-01,2026-06-22T20:22:00Z,14.556667,121.032667,22.89,San Fernando
JEEP-01,2026-06-22T20:22:30Z,14.557333,121.035333,21.56,San Fernando
JEEP-01,2026-06-22T20:23:00Z,14.558,121.038,16.97,San Fernando
JEEP-01,2026-06-22T20:23:30Z,14.558,121.038,15.5,San Fernando
JEEP-01,2026-06-22T20:24:00Z,14.558667,121.040333,22.54,Quinta Market
JEEP-01,2026-06-22T20:24:30Z,14.559333,121.042667,21.88,Quinta Market
JEEP-01,2026-06-22T20:25:00Z,14.56,121.045,16.63,Quinta Market
JEEP-01,2026-06-22T20:25:30Z,14.56,121.045,3.06,Quinta Market
JEEP-01,2026-06-22T20:26:00Z,14.560143,121.045357,3.39,Raon
JEEP-01,2026-06-22T20:26:30Z,14.560286,121.045714,4.76,Raon
JEEP-01,2026-06-22T20:27:00Z,14.560429,121.046071,2.97,Raon
JEEP-01,2026-06-22T20:27:30Z,14.560571,121.046429,4.85,Raon
JEEP-01,2026-06-22T20:28:00Z,14.560714,121.046786,4.64,Raon
JEEP-01,2026-06-22T20:28:30Z,14.560857,121.047143,3.54,Raon
JEEP-01,2026-06-22T20:29:00Z,14.561,121.0475,4.95,Raon
JEEP-01,2026-06-22T20:29:30Z,14.561143,121.047857,2.9,Raon
JEEP-01,2026-06-22T20:30:00Z,14.561286,121.048214,4.4,Raon
JEEP-01,2026-06-22T20:30:30Z,14.561429,121.048571,4.32,Raon
JEEP-01,2026-06-22T20:31:00Z,14.561571,121.048929,4.3,Raon
JEEP-01,2026-06-22T20:31:30Z,14.561714,121.049286,3.45,Raon
JEEP-01,2026-06-22T20:32:00Z,14.561857,121.049643,3.66,Raon
JEEP-01,2026-06-22T20:32:30Z,14.562,121.05,2.87,Raon
JEEP-01,2026-06-22T20:33:00Z,14.562,121.05,21.09,Raon
JEEP-01,2026-06-22T20:33:30Z,14.565,121.054,23.51,Recto Avenue
JEEP-01,2026-06-22T20:34:00Z,14.565,121.054,21.78,Recto Avenue
JEEP-01,2026-06-22T20:34:30Z,14.568,121.058,21.91,Legarda
JEEP-01,2026-06-22T20:35:00Z,14.568,121.058,21.3,Legarda
JEEP-01,2026-06-22T20:35:30Z,14.57,121.062,23.52,Dapitan-Legarda
JEEP-01,2026-06-22T20:36:00Z,14.57,121.062,15.89,Dapitan-Legarda
JEEP-01,2026-06-22T20:36:30Z,14.570857,121.063857,14.55,Aurora Boulevard
JEEP-01,2026-06-22T20:37:00Z,14.571714,121.065714,22.98,Aurora Boulevard
JEEP-01,2026-06-22T20:37:30Z,14.572571,121.067571,21.78,Aurora Boulevard
JEEP-01,2026-06-22T20:38:00Z,14.573429,121.069429,22.61,Aurora Boulevard
JEEP-01,2026-06-22T20:38:30Z,14.574286,121.071286,24.15,Aurora Boulevard
JEEP-01,2026-06-22T20:39:00Z,14.575143,121.073143,16.18,Aurora Boulevard
JEEP-01,2026-06-22T20:39:30Z,14.576,121.075,15.54,Aurora Boulevard
JEEP-01,2026-06-22T20:40:00Z,14.576,121.075,15.44,Aurora Boulevard
JEEP-01,2026-06-22T20:40:30Z,14.576667,121.077333,23.56,SM City Cubao
JEEP-01,2026-06-22T20:41:00Z,14.577333,121.079667,23.11,SM City Cubao
JEEP-01,2026-06-22T20:41:30Z,14.578,121.082,15.42,SM City Cubao
JEEP-01,2026-06-22T20:42:00Z,14.578,121.082,21.98,SM City Cubao
JEEP-01,2026-06-22T20:42:30Z,14.5795,121.0862,23.67,Cubao Corner
JEEP-01,2026-06-22T20:43:00Z,14.5795,121.0862,24.36,Cubao Corner
JEEP-01,2026-06-22T20:43:30Z,14.5808,121.0885,24.83,"Araneta Center, Cubao"
JEEP-01,2026-06-23T06:00:00Z,14.5808,121.0885,0.46,"Araneta Center, Cubao"
JEEP-01,2026-06-23T06:00:30Z,14.580367,121.087733,0.0,Cubao Corner
JEEP-01,2026-06-23T06:01:00Z,14.579933,121.086967,0.0,Cubao Corner
JEEP-01,2026-06-23T06:01:30Z,14.5795,121.0862,0.46,Cubao Corner
JEEP-01,2026-06-23T06:02:00Z,14.5795,121.0862,21.35,Cubao Corner
JEEP-01,2026-06-23T06:02:30Z,14.578,121.082,19.9,SM City Cubao
JEEP-01,2026-06-23T06:03:00Z,14.578,121.082,14.49,SM City Cubao
JEEP-01,2026-06-23T06:03:30Z,14.577333,121.079667,21.42,Aurora Boulevard
JEEP-01,2026-06-23T06:04:00Z,14.576667,121.077333,20.17,Aurora Boulevard
JEEP-01,2026-06-23T06:04:30Z,14.576,121.075,14.6,Aurora Boulevard
JEEP-01,2026-06-23T06:05:00Z,14.576,121.075,1.84,Aurora Boulevard
JEEP-01,2026-06-23T06:05:30Z,14.57586,121.074698,1.8,Dapitan-Legarda
JEEP-01,2026-06-23T06:06:00Z,14.575721,121.074395,2.88,Dapitan-Legarda
JEEP-01,2026-06-23T06:06:30Z,14.575581,121.074093,2.65,Dapitan-Legarda
JEEP-01,2026-06-23T06:07:00Z,14.575442,121.073791,1.4,Dapitan-Legarda
JEEP-01,2026-06-23T06:07:30Z,14.575302,121.073488,4.48,Dapitan-Legarda
JEEP-01,2026-06-23T06:08:00Z,14.575163,121.073186,3.26,Dapitan-Legarda
JEEP-01,2026-06-23T06:08:30Z,14.575023,121.072884,2.37,Dapitan-Legarda
JEEP-01,2026-06-23T06:09:00Z,14.574884,121.072581,3.45,Dapitan-Legarda
JEEP-01,2026-06-23T06:09:30Z,14.574744,121.072279,1.65,Dapitan-Legarda
JEEP-01,2026-06-23T06:10:00Z,14.574605,121.071977,3.49,Dapitan-Legarda
JEEP-01,2026-06-23T06:10:30Z,14.574465,121.071674,3.06,Dapitan-Legarda
JEEP-01,2026-06-23T06:11:00Z,14.574326,121.071372,3.32,Dapitan-Legarda
JEEP-01,2026-06-23T06:11:30Z,14.574186,121.07107,2.11,Dapitan-Legarda
JEEP-01,2026-06-23T06:12:00Z,14.574047,121.070767,3.66,Dapitan-Legarda
JEEP-01,2026-06-23T06:12:30Z,14.573907,121.070465,4.99,Dapitan-Legarda
JEEP-01,2026-06-23T06:13:00Z,14.573767,121.070163,2.99,Dapitan-Legarda
JEEP-01,2026-06-23T06:13:30Z,14.573628,121.06986,6.77,Dapitan-Legarda
JEEP-01,2026-06-23T06:14:00Z,14.573488,121.069558,3.66,Dapitan-Legarda
JEEP-01,2026-06-23T06:14:30Z,14.573349,121.069256,6.93,Dapitan-Legarda
JEEP-01,2026-06-23T06:15:00Z,14.573209,121.068953,5.52,Dapitan-Legarda
JEEP-01,2026-06-23T06:15:30Z,14.57307,121.068651,4.0,Dapitan-Legarda
JEEP-01,2026-06-23T06:16:00Z,14.57293,121.068349,7.24,Dapitan-Legarda
JEEP-01,2026-06-23T06:16:30Z,14.572791,121.068047,5.5,Dapitan-Legarda
JEEP-01,2026-06-23T06:17:00Z,14.572651,121.067744,4.85,Dapitan-Legarda
JEEP-01,2026-06-23T06:17:30Z,14.572512,121.067442,4.18,Dapitan-Legarda
JEEP-01,2026-06-23T06:18:00Z,14.572372,121.06714,4.89,Dapitan-Legarda
JEEP-01,2026-06-23T06:18:30Z,14.572233,121.066837,3.97,Dapitan-Legarda
JEEP-01,2026-06-23T06:19:00Z,14.572093,121.066535,3.59,Dapitan-Legarda
JEEP-01,2026-06-23T06:19:30Z,14.571953,121.066233,3.91,Dapitan-Legarda
JEEP-01,2026-06-23T06:20:00Z,14.571814,121.06593,4.94,Dapitan-Legarda
JEEP-01,2026-06-23T06:20:30Z,14.571674,121.065628,2.07,Dapitan-Legarda
JEEP-01,2026-06-23T06:21:00Z,14.571535,121.065326,1.9,Dapitan-Legarda
JEEP-01,2026-06-23T06:21:30Z,14.571395,121.065023,2.26,Dapitan-Legarda
JEEP-01,2026-06-23T06:22:00Z,14.571256,121.064721,3.41,Dapitan-Legarda
JEEP-01,2026-06-23T06:22:30Z,14.571116,121.064419,2.97,Dapitan-Legarda
JEEP-01,2026-06-23T06:23:00Z,14.570977,121.064116,2.47,Dapitan-Legarda
JEEP-01,2026-06-23T06:23:30Z,14.570837,121.063814,0.73,Dapitan-Legarda
JEEP-01,2026-06-23T06:24:00Z,14.570698,121.063512,4.84,Dapitan-Legarda
JEEP-01,2026-06-23T06:24:30Z,14.570558,121.063209,2.66,Dapitan-Legarda
JEEP-01,2026-06-23T06:25:00Z,14.570419,121.062907,1.94,Dapitan-Legarda
JEEP-01,2026-06-23T06:25:00Z,14.548,120.995,0.0,"Tutuban Center, Divisoria"
JEEP-01,2026-06-23T06:25:30Z,14.570279,121.062605,3.96,Dapitan-Legarda
JEEP-01,2026-06-23T06:25:30Z,14.548667,120.996667,0.08,Escolta
JEEP-01,2026-06-23T06:26:00Z,14.57014,121.062302,2.37,Dapitan-Legarda
JEEP-01,2026-06-23T06:26:00Z,14.549333,120.998333,0.44,Escolta
JEEP-01,2026-06-23T06:26:30Z,14.57,121.062,3.38,Dapitan-Legarda
JEEP-01,2026-06-23T06:26:30Z,14.55,121.0,0.0,Escolta
JEEP-01,2026-06-23T06:27:00Z,14.57,121.062,22.24,Dapitan-Legarda
JEEP-01,2026-06-23T06:27:00Z,14.55,121.0,15.67,Escolta
JEEP-01,2026-06-23T06:27:30Z,14.568,121.058,21.26,Legarda
JEEP-01,2026-06-23T06:27:30Z,14.5504,121.002,14.79,Recoletos
JEEP-01,2026-06-23T06:28:00Z,14.568,121.058,15.88,Legarda
JEEP-01,2026-06-23T06:28:00Z,14.5508,121.004,20.8,Recoletos
JEEP-01,2026-06-23T06:28:30Z,14.5665,121.056,21.8,Recto Avenue
JEEP-01,2026-06-23T06:28:30Z,14.5512,121.006,22.06,Recoletos
JEEP-01,2026-06-23T06:29:00Z,14.565,121.054,20.76,Recto Avenue
JEEP-01,2026-06-23T06:29:00Z,14.5516,121.008,21.35,Recoletos
JEEP-01,2026-06-23T06:29:30Z,14.565,121.054,3.61,Recto Avenue
JEEP-01,2026-06-23T06:29:30Z,14.552,121.01,14.35,Recoletos
JEEP-01,2026-06-23T06:30:00Z,14.564786,121.053714,2.6,Raon
JEEP-01,2026-06-23T06:30:00Z,14.552,121.01,15.04,Recoletos
JEEP-01,2026-06-23T06:30:30Z,14.564571,121.053429,2.05,Raon
JEEP-01,2026-06-23T06:30:30Z,14.5524,121.012,14.19,Antiguitone
JEEP-01,2026-06-23T06:31:00Z,14.564357,121.053143,2.52,Raon
JEEP-01,2026-06-23T06:31:00Z,14.5528,121.014,20.17,Antiguitone
JEEP-01,2026-06-23T06:31:30Z,14.564143,121.052857,2.46,Raon
JEEP-01,2026-06-23T06:31:30Z,14.5532,121.016,20.35,Antiguitone
JEEP-01,2026-06-23T06:32:00Z,14.563929,121.052571,5.32,Raon
JEEP-01,2026-06-23T06:32:00Z,14.5536,121.018,20.35,Antiguitone
JEEP-01,2026-06-23T06:32:30Z,14.563714,121.052286,5.27,Raon
JEEP-01,2026-06-23T06:32:30Z,14.554,121.02,15.16,Antiguitone
JEEP-01,2026-06-23T06:33:00Z,14.5635,121.052,5.34,Raon
JEEP-01,2026-06-23T06:33:00Z,14.554,121.02,2.92,Antiguitone
JEEP-01,2026-06-23T06:33:30Z,14.563286,121.051714,4.48,Raon
JEEP-01,2026-06-23T06:33:30Z,14.554067,121.020333,3.67,Bambang
JEEP-01,2026-06-23T06:34:00Z,14.563071,121.051429,4.3,Raon
JEEP-01,2026-06-23T06:34:00Z,14.554133,121.020667,3.11,Bambang
JEEP-01,2026-06-23T06:34:30Z,14.562857,121.051143,3.08,Raon
JEEP-01,2026-06-23T06:34:30Z,14.5542,121.021,2.1,Bambang
JEEP-01,2026-06-23T06:35:00Z,14.562643,121.050857,4.32,Raon
JEEP-01,2026-06-23T06:35:00Z,14.554267,121.021333,3.51,Bambang
JEEP-01,2026-06-23T06:35:30Z,14.562429,121.050571,1.62,Raon
JEEP-01,2026-06-23T06:35:30Z,14.554333,121.021667,3.29,Bambang
JEEP-01,2026-06-23T06:36:00Z,14.562214,121.050286,3.94,Raon
JEEP-01,2026-06-23T06:36:00Z,14.5544,121.022,1.58,Bambang
JEEP-01,2026-06-23T06:36:30Z,14.562,121.05,3.2,Raon
JEEP-01,2026-06-23T06:36:30Z,14.554467,121.022333,1.57,Bambang
JEEP-01,2026-06-23T06:37:00Z,14.562,121.05,15.62,Raon
JEEP-01,2026-06-23T06:37:00Z,14.554533,121.022667,4.04,Bambang
JEEP-01,2026-06-23T06:37:30Z,14.561,121.0475,19.87,Quinta Market
JEEP-01,2026-06-23T06:37:30Z,14.5546,121.023,4.13,Bambang
JEEP-01,2026-06-23T06:38:00Z,14.56,121.045,20.59,Quinta Market
JEEP-01,2026-06-23T06:38:00Z,14.554667,121.023333,3.4,Bambang
JEEP-01,2026-06-23T06:38:30Z,14.56,121.045,14.21,Quinta Market
JEEP-01,2026-06-23T06:38:30Z,14.554733,121.023667,5.48,Bambang
JEEP-01,2026-06-23T06:39:00Z,14.559333,121.042667,18.46,San Fernando
JEEP-01,2026-06-23T06:39:00Z,14.5548,121.024,3.64,Bambang
JEEP-01,2026-06-23T06:39:30Z,14.558667,121.040333,21.97,San Fernando
JEEP-01,2026-06-23T06:39:30Z,14.554867,121.024333,5.3,Bambang
JEEP-01,2026-06-23T06:40:00Z,14.558,121.038,15.96,San Fernando
JEEP-01,2026-06-23T06:40:00Z,14.554933,121.024667,4.47,Bambang
JEEP-01,2026-06-23T06:40:30Z,14.558,121.038,14.4,San Fernando
JEEP-01,2026-06-23T06:40:30Z,14.555,121.025,3.15,Bambang
JEEP-01,2026-06-23T06:41:00Z,14.5575,121.036,20.96,Bambang
JEEP-01,2026-06-23T06:41:00Z,14.555067,121.025333,4.4,Bambang
JEEP-01,2026-06-23T06:41:30Z,14.557,121.034,19.96,Bambang
JEEP-01,2026-06-23T06:41:30Z,14.555133,121.025667,4.07,Bambang
JEEP-01,2026-06-23T06:42:00Z,14.5565,121.032,21.11,Bambang
JEEP-01,2026-06-23T06:42:00Z,14.5552,121.026,4.76,Bambang
JEEP-01,2026-06-23T06:42:30Z,14.556,121.03,15.51,Bambang
JEEP-01,2026-06-23T06:42:30Z,14.555267,121.026333,4.05,Bambang
JEEP-01,2026-06-23T06:43:00Z,14.556,121.03,14.48,Bambang
JEEP-01,2026-06-23T06:43:00Z,14.555333,121.026667,5.8,Bambang
JEEP-01,2026-06-23T06:43:30Z,14.5556,121.028,13.57,Antiguitone
JEEP-01,2026-06-23T06:43:30Z,14.5554,121.027,1.17,Bambang
JEEP-01,2026-06-23T06:44:00Z,14.5552,121.026,20.31,Antiguitone
JEEP-01,2026-06-23T06:44:00Z,14.555467,121.027333,3.31,Bambang
JEEP-01,2026-06-23T06:44:30Z,14.5548,121.024,20.46,Antiguitone
JEEP-01,2026-06-23T06:44:30Z,14.555533,121.027667,2.77,Bambang
JEEP-01,2026-06-23T06:45:00Z,14.5544,121.022,19.58,Antiguitone
JEEP-01,2026-06-23T06:45:00Z,14.5556,121.028,2.93,Bambang
JEEP-01,2026-06-23T06:45:30Z,14.554,121.02,13.93,Antiguitone
JEEP-01,2026-06-23T06:45:30Z,14.555667,121.028333,4.56,Bambang
JEEP-01,2026-06-23T06:46:00Z,14.554,121.02,13.99,Antiguitone
JEEP-01,2026-06-23T06:46:00Z,14.555733,121.028667,3.97,Bambang
JEEP-01,2026-06-23T06:46:30Z,14.5536,121.018,13.84,Recoletos
JEEP-01,2026-06-23T06:46:30Z,14.5558,121.029,3.7,Bambang
JEEP-01,2026-06-23T06:47:00Z,14.5532,121.016,21.11,Recoletos
JEEP-01,2026-06-23T06:47:00Z,14.555867,121.029333,2.43,Bambang
JEEP-01,2026-06-23T06:47:30Z,14.5528,121.014,21.17,Recoletos
JEEP-01,2026-06-23T06:47:30Z,14.555933,121.029667,2.45,Bambang
JEEP-01,2026-06-23T06:48:00Z,14.5524,121.012,22.05,Recoletos
JEEP-01,2026-06-23T06:48:00Z,14.556,121.03,3.3,Bambang
JEEP-01,2026-06-23T06:48:30Z,14.552,121.01,14.99,Recoletos
JEEP-01,2026-06-23T06:48:30Z,14.556,121.03,14.87,Bambang
JEEP-01,2026-06-23T06:49:00Z,14.552,121.01,14.27,Recoletos
JEEP-01,2026-06-23T06:49:00Z,14.5565,121.032,21.19,San Fernando
JEEP-01,2026-06-23T06:49:30Z,14.5516,121.008,14.69,Escolta
JEEP-01,2026-06-23T06:49:30Z,14.557,121.034,21.67,San Fernando
JEEP-01,2026-06-23T06:50:00Z,14.5512,121.006,20.4,Escolta
JEEP-01,2026-06-23T06:50:00Z,14.5575,121.036,19.64,San Fernando
JEEP-01,2026-06-23T06:50:00Z,14.5808,121.0885,0.0,"Araneta Center, Cubao"
JEEP-01,2026-06-23T06:50:30Z,14.5508,121.004,21.28,Escolta
JEEP-01,2026-06-23T06:50:30Z,14.558,121.038,13.46,San Fernando
JEEP-01,2026-06-23T06:50:30Z,14.580367,121.087733,0.0,Cubao Corner
JEEP-01,2026-06-23T06:51:00Z,14.5504,121.002,19.77,Escolta
JEEP-01,2026-06-23T06:51:00Z,14.558,121.038,15.0,San Fernando
JEEP-01,2026-06-23T06:51:00Z,14.579933,121.086967,0.0,Cubao Corner
JEEP-01,2026-06-23T06:51:30Z,14.55,121.0,13.49,Escolta
JEEP-01,2026-06-23T06:51:30Z,14.558667,121.040333,21.57,Quinta Market
JEEP-01,2026-06-23T06:51:30Z,14.5795,121.0862,1.31,Cubao Corner
JEEP-01,2026-06-23T06:52:00Z,14.55,121.0,15.09,Escolta
JEEP-01,2026-06-23T06:52:00Z,14.559333,121.042667,20.76,Quinta Market
JEEP-01,2026-06-23T06:52:00Z,14.5795,121.0862,21.36,Cubao Corner
JEEP-01,2026-06-23T06:52:30Z,14.549,120.9975,21.0,"Tutuban Center, Divisoria"
JEEP-01,2026-06-23T06:52:30Z,14.56,121.045,14.5,Quinta Market
JEEP-01,2026-06-23T06:52:30Z,14.578,121.082,22.75,SM City Cubao
JEEP-01,2026-06-23T06:53:00Z,14.548,120.995,20.62,"Tutuban Center, Divisoria"
JEEP-01,2026-06-23T06:53:00Z,14.56,121.045,2.32,Quinta Market
JEEP-01,2026-06-23T06:53:00Z,14.578,121.082,15.97,SM City Cubao
JEEP-01,2026-06-23T06:53:30Z,14.560133,121.045333,2.93,Raon
JEEP-01,2026-06-23T06:53:30Z,14.577333,121.079667,21.42,Aurora Boulevard
JEEP-01,2026-06-23T06:54:00Z,14.560267,121.045667,2.4,Raon
JEEP-01,2026-06-23T06:54:00Z,14.576667,121.077333,22.9,Aurora Boulevard
JEEP-01,2026-06-23T06:54:30Z,14.5604,121.046,2.52,Raon
JEEP-01,2026-06-23T06:54:30Z,14.576,121.075,13.47,Aurora Boulevard
JEEP-01,2026-06-23T06:55:00Z,14.560533,121.046333,4.66,Raon
JEEP-01,2026-06-23T06:55:00Z,14.576,121.075,3.25,Aurora Boulevard
JEEP-01,2026-06-23T06:55:30Z,14.560667,121.046667,5.1,Raon
JEEP-01,2026-06-23T06:55:30Z,14.57586,121.074698,3.43,Dapitan-Legarda
JEEP-01,2026-06-23T06:56:00Z,14.5608,121.047,3.66,Raon
JEEP-01,2026-06-23T06:56:00Z,14.575721,121.074395,2.16,Dapitan-Legarda
JEEP-01,2026-06-23T06:56:30Z,14.560933,121.047333,4.32,Raon
JEEP-01,2026-06-23T06:56:30Z,14.575581,121.074093,2.47,Dapitan-Legarda
JEEP-01,2026-06-23T06:57:00Z,14.561067,121.047667,3.89,Raon
JEEP-01,2026-06-23T06:57:00Z,14.575442,121.073791,2.25,Dapitan-Legarda
JEEP-01,2026-06-23T06:57:30Z,14.5612,121.048,4.99,Raon
JEEP-01,2026-06-23T06:57:30Z,14.575302,121.073488,2.15,Dapitan-Legarda
JEEP-01,2026-06-23T06:58:00Z,14.561333,121.048333,4.66,Raon
JEEP-01,2026-06-23T06:58:00Z,14.575163,121.073186,2.81,Dapitan-Legarda
JEEP-01,2026-06-23T06:58:30Z,14.561467,121.048667,2.95,Raon
JEEP-01,2026-06-23T06:58:30Z,14.575023,121.072884,5.5,Dapitan-Legarda
JEEP-01,2026-06-23T06:59:00Z,14.5616,121.049,2.72,Raon
JEEP-01,2026-06-23T06:59:00Z,14.574884,121.072581,2.32,Dapitan-Legarda
JEEP-01,2026-06-23T06:59:30Z,14.561733,121.049333,3.47,Raon
JEEP-01,2026-06-23T06:59:30Z,14.574744,121.072279,4.97,Dapitan-Legarda
JEEP-01,2026-06-23T07:00:00Z,14.561867,121.049667,3.02,Raon
JEEP-01,2026-06-23T07:00:00Z,14.574605,121.071977,4.06,Dapitan-Legarda
JEEP-01,2026-06-23T07:00:30Z,14.562,121.05,2.8,Raon
JEEP-01,2026-06-23T07:00:30Z,14.574465,121.071674,3.26,Dapitan-Legarda
JEEP-01,2026-06-23T07:01:00Z,14.562,121.05,13.69,Raon
JEEP-01,2026-06-23T07:01:00Z,14.574326,121.071372,1.76,Dapitan-Legarda
JEEP-01,2026-06-23T07:01:30Z,14.5635,121.052,22.26,Recto Avenue
JEEP-01,2026-06-23T07:01:30Z,14.574186,121.07107,1.77,Dapitan-Legarda
JEEP-01,2026-06-23T07:02:00Z,14.565,121.054,21.01,Recto Avenue
JEEP-01,2026-06-23T07:02:00Z,14.574047,121.070767,3.22,Dapitan-Legarda
JEEP-01,2026-06-23T07:02:30Z,14.565,121.054,15.47,Recto Avenue
JEEP-01,2026-06-23T07:02:30Z,14.573907,121.070465,4.18,Dapitan-Legarda
JEEP-01,2026-06-23T07:03:00Z,14.5665,121.056,20.83,Legarda
JEEP-01,2026-06-23T07:03:00Z,14.573767,121.070163,3.66,Dapitan-Legarda
JEEP-01,2026-06-23T07:03:30Z,14.568,121.058,20.59,Legarda
JEEP-01,2026-06-23T07:03:30Z,14.573628,121.06986,3.9,Dapitan-Legarda
JEEP-01,2026-06-23T07:04:00Z,14.568,121.058,21.15,Legarda
JEEP-01,2026-06-23T07:04:00Z,14.573488,121.069558,5.79,Dapitan-Legarda
JEEP-01,2026-06-23T07:04:30Z,14.57,121.062,21.67,Dapitan-Legarda
JEEP-01,2026-06-23T07:04:30Z,14.573349,121.069256,2.8,Dapitan-Legarda
JEEP-01,2026-06-23T07:05:00Z,14.57,121.062,13.63,Dapitan-Legarda
JEEP-01,2026-06-23T07:05:00Z,14.573209,121.068953,2.64,Dapitan-Legarda
JEEP-01,2026-06-23T07:05:30Z,14.570857,121.063857,14.73,Aurora Boulevard
JEEP-01,2026-06-23T07:05:30Z,14.57307,121.068651,3.4,Dapitan-Legarda
JEEP-01,2026-06-23T07:06:00Z,14.571714,121.065714,18.51,Aurora Boulevard
JEEP-01,2026-06-23T07:06:00Z,14.57293,121.068349,3.3,Dapitan-Legarda
JEEP-01,2026-06-23T07:06:30Z,14.572571,121.067571,20.18,Aurora Boulevard
JEEP-01,2026-06-23T07:06:30Z,14.572791,121.068047,4.05,Dapitan-Legarda
JEEP-01,2026-06-23T07:07:00Z,14.573429,121.069429,22.32,Aurora Boulevard
JEEP-01,2026-06-23T07:07:00Z,14.572651,121.067744,4.57,Dapitan-Legarda
JEEP-01,2026-06-23T07:07:30Z,14.574286,121.071286,19.71,Aurora Boulevard
JEEP-01,2026-06-23T07:07:30Z,14.572512,121.067442,5.59,Dapitan-Legarda
JEEP-01,2026-06-23T07:08:00Z,14.575143,121.073143,15.78,Aurora Boulevard
JEEP-01,2026-06-23T07:08:00Z,14.572372,121.06714,4.4,Dapitan-Legarda
JEEP-01,2026-06-23T07:08:30Z,14.576,121.075,14.59,Aurora Boulevard
JEEP-01,2026-06-23T07:08:30Z,14.572233,121.066837,2.53,Dapitan-Legarda
JEEP-01,2026-06-23T07:09:00Z,14.576,121.075,15.03,Aurora Boulevard
JEEP-01,2026-06-23T07:09:00Z,14.572093,121.066535,3.05,Dapitan-Legarda
JEEP-01,2026-06-23T07:09:30Z,14.576667,121.077333,21.96,SM City Cubao
JEEP-01,2026-06-23T07:09:30Z,14.571953,121.066233,3.53,Dapitan-Legarda
JEEP-01,2026-06-23T07:10:00Z,14.577333,121.079667,20.29,SM City Cubao
JEEP-01,2026-06-23T07:10:00Z,14.571814,121.06593,2.94,Dapitan-Legarda
JEEP-01,2026-06-23T07:10:30Z,14.578,121.082,13.5,SM City Cubao
JEEP-01,2026-06-23T07:10:30Z,14.571674,121.065628,3.16,Dapitan-Legarda
JEEP-01,2026-06-23T07:11:00Z,14.578,121.082,21.97,SM City Cubao
JEEP-01,2026-06-23T07:11:00Z,14.571535,121.065326,2.54,Dapitan-Legarda
JEEP-01,2026-06-23T07:11:30Z,14.5795,121.0862,21.65,Cubao Corner
